Reference area,Sex,Occupation,Time,U.S. dollars
United States,Female,7. Craft and related trades workers,2017,2439
United States,Female,"8. Plant and machine operators, and assemblers",2017,2404
United States,Female,9. Elementary occupations,2017,1834
United States,Total,Total,2018,4088
United States,Total,1. Managers,2018,6569
United States,Total,2. Professionals,2018,5662
United States,Total,3. Technicians and associate professionals,2018,4298
United States,Total,4. Clerical support workers,2018,3068
United States,Total,5. Service and sales workers,2018,2517
United States,Total,"6. Skilled agricultural, forestry and fishery workers",2018,2689
United States,Total,7. Craft and related trades workers,2018,3863
United States,Total,"8. Plant and machine operators, and assemblers",2018,3423
United States,Total,9. Elementary occupations,2018,2589
United States,Male,Total,2018,4618
United States,Male,1. Managers,2018,7250
United States,Male,2. Professionals,2018,6589
United States,Male,3. Technicians and associate professionals,2018,4883
United States,Male,4. Clerical support workers,2018,3424
United States,Male,5. Service and sales workers,2018,3214
United States,Male,"6. Skilled agricultural, forestry and fishery workers",2018,2845
United States,Male,7. Craft and related trades workers,2018,4086
United States,Male,"8. Plant and machine operators, and assemblers",2018,3639
United States,Male,9. Elementary occupations,2018,2865
United States,Female,Total,2018,3521
United States,Female,1. Managers,2018,5730
United States,Female,2. Professionals,2018,4928
United States,Female,3. Technicians and associate professionals,2018,3717
United States,Female,4. Clerical support workers,2018,2939
United States,Female,5. Service and sales workers,2018,2094
United States,Female,"6. Skilled agricultural, forestry and fishery workers",2018,2060
United States,Female,7. Craft and related trades workers,2018,2509
United States,Female,"8. Plant and machine operators, and assemblers",2018,2534
United States,Female,9. Elementary occupations,2018,1953
United States,Total,Total,2019,4233
United States,Total,1. Managers,2019,6756
United States,Total,2. Professionals,2019,5878
United States,Total,3. Technicians and associate professionals,2019,4457
United States,Total,4. Clerical support workers,2019,3145
United States,Total,5. Service and sales workers,2019,2625
United States,Total,"6. Skilled agricultural, forestry and fishery workers",2019,2684
United States,Total,7. Craft and related trades workers,2019,3963
United States,Total,"8. Plant and machine operators, and assemblers",2019,3478
United States,Total,9. Elementary occupations,2019,2674
United States,Male,Total,2019,4777
United States,Male,1. Managers,2019,7407
United States,Male,2. Professionals,2019,6824
United States,Male,3. Technicians and associate professionals,2019,5096
United States,Male,4. Clerical support workers,2019,3627
United States,Male,5. Service and sales workers,2019,3317
United States,Male,"6. Skilled agricultural, forestry and fishery workers",2019,2804
United States,Male,7. Craft and related trades workers,2019,4186
United States,Male,"8. Plant and machine operators, and assemblers",2019,3713
United States,Male,9. Elementary occupations,2019,2944
United States,Female,Total,2019,3653
United States,Female,1. Managers,2019,5953
United States,Female,2. Professionals,2019,5120
United States,Female,3. Technicians and associate professionals,2019,3839
United States,Female,4. Clerical support workers,2019,2973
United States,Female,5. Service and sales workers,2019,2208
United States,Female,"6. Skilled agricultural, forestry and fishery workers",2019,2226
United States,Female,7. Craft and related trades workers,2019,2619
United States,Female,"8. Plant and machine operators, and assemblers",2019,2537
United States,Female,9. Elementary occupations,2019,2059
United States,Total,Total,2020,4502
United States,Total,1. Managers,2020,6951
United States,Total,2. Professionals,2020,6037
United States,Total,3. Technicians and associate professionals,2020,4587
United States,Total,4. Clerical support workers,2020,3388
United States,Total,5. Service and sales workers,2020,2862
United States,Total,"6. Skilled agricultural, forestry and fishery workers",2020,2834
United States,Total,7. Craft and related trades workers,2020,4227
United States,Total,"8. Plant and machine operators, and assemblers",2020,3697
United States,Total,9. Elementary occupations,2020,2826
United States,Male,Total,2020,5037
United States,Male,1. Managers,2020,7585
United States,Male,2. Professionals,2020,6990
United States,Male,3. Technicians and associate professionals,2020,5522
United States,Male,4. Clerical support workers,2020,3934
United States,Male,5. Service and sales workers,2020,3580
United States,Male,"6. Skilled agricultural, forestry and fishery workers",2020,2964
United States,Male,7. Craft and related trades workers,2020,4458
United States,Male,"8. Plant and machine operators, and assemblers",2020,3911
United States,Male,9. Elementary occupations,2020,3079
United States,Female,Total,2020,3925
United States,Female,1. Managers,2020,6165
United States,Female,2. Professionals,2020,5277
United States,Female,3. Technicians and associate professionals,2020,3890
United States,Female,4. Clerical support workers,2020,3196
United States,Female,5. Service and sales workers,2020,2311
United States,Female,"6. Skilled agricultural, forestry and fishery workers",2020,2190
United States,Female,7. Craft and related trades workers,2020,2866
United States,Female,"8. Plant and machine operators, and assemblers",2020,2755
United States,Female,9. Elementary occupations,2020,2188
United States,Total,Total,2021,4600
United States,Total,1. Managers,2021,6989
United States,Total,2. Professionals,2021,6223
United States,Total,3. Technicians and associate professionals,2021,4687
United States,Total,4. Clerical support workers,2021,3538
United States,Total,5. Service and sales workers,2021,2949
United States,Total,"6. Skilled agricultural, forestry and fishery workers",2021,3078
United States,Total,7. Craft and related trades workers,2021,4339
United States,Total,"8. Plant and machine operators, and assemblers",2021,3837
United States,Total,9. Elementary occupations,2021,2953
United States,Male,Total,2021,5120
United States,Male,1. Managers,2021,7675
United States,Male,2. Professionals,2021,7097
United States,Male,3. Technicians and associate professionals,2021,5548
United States,Male,4. Clerical support workers,2021,4067
United States,Male,5. Service and sales workers,2021,3703
United States,Male,"6. Skilled agricultural, forestry and fishery workers",2021,3222
United States,Male,7. Craft and related trades workers,2021,4581
United States,Male,"8. Plant and machine operators, and assemblers",2021,4076
United States,Male,9. Elementary occupations,2021,3206
United States,Female,Total,2021,4044
United States,Female,1. Managers,2021,6186
United States,Female,2. Professionals,2021,5517
United States,Female,3. Technicians and associate professionals,2021,4045
United States,Female,4. Clerical support workers,2021,3345
United States,Female,5. Service and sales workers,2021,2419
United States,Female,"6. Skilled agricultural, forestry and fishery workers",2021,2380
United States,Female,7. Craft and related trades workers,2021,2919
United States,Female,"8. Plant and machine operators, and assemblers",2021,2851
United States,Female,9. Elementary occupations,2021,2347
Uruguay,Total,Total,2011,841
Uruguay,Total,1. Managers,2011,2991
Uruguay,Total,2. Professionals,2011,1306
Uruguay,Total,3. Technicians and associate professionals,2011,1115
Uruguay,Total,4. Clerical support workers,2011,997
Uruguay,Total,5. Service and sales workers,2011,635
Uruguay,Total,"6. Skilled agricultural, forestry and fishery workers",2011,811
Uruguay,Total,7. Craft and related trades workers,2011,820
Uruguay,Total,"8. Plant and machine operators, and assemblers",2011,873
Uruguay,Total,9. Elementary occupations,2011,473
Uruguay,Total,0. Armed forces occupations,2011,966
Uruguay,Male,Total,2011,949
Uruguay,Male,1. Managers,2011,3480
Uruguay,Male,2. Professionals,2011,1567
Uruguay,Male,3. Technicians and associate professionals,2011,1267
Uruguay,Male,4. Clerical support workers,2011,1140
Uruguay,Male,5. Service and sales workers,2011,804
Uruguay,Male,"6. Skilled agricultural, forestry and fishery workers",2011,833
Uruguay,Male,7. Craft and related trades workers,2011,850
Uruguay,Male,"8. Plant and machine operators, and assemblers",2011,914
Uruguay,Male,9. Elementary occupations,2011,562
Uruguay,Male,0. Armed forces occupations,2011,981
Uruguay,Female,Total,2011,714
Uruguay,Female,1. Managers,2011,2132
Uruguay,Female,2. Professionals,2011,1169
Uruguay,Female,3. Technicians and associate professionals,2011,934
Uruguay,Female,4. Clerical support workers,2011,901
Uruguay,Female,5. Service and sales workers,2011,519
Uruguay,Female,"6. Skilled agricultural, forestry and fishery workers",2011,541
Uruguay,Female,7. Craft and related trades workers,2011,524
Uruguay,Female,"8. Plant and machine operators, and assemblers",2011,585
Uruguay,Female,9. Elementary occupations,2011,386
Uruguay,Female,0. Armed forces occupations,2011,630
Uruguay,Total,Total,2012,885
Uruguay,Total,1. Managers,2012,2550
Uruguay,Total,2. Professionals,2012,1341
Uruguay,Total,3. Technicians and associate professionals,2012,1184
Uruguay,Total,4. Clerical support workers,2012,1012
Uruguay,Total,5. Service and sales workers,2012,682
Uruguay,Total,"6. Skilled agricultural, forestry and fishery workers",2012,832
Uruguay,Total,7. Craft and related trades workers,2012,890
Uruguay,Total,"8. Plant and machine operators, and assemblers",2012,957
Uruguay,Total,9. Elementary occupations,2012,505
Uruguay,Total,0. Armed forces occupations,2012,1030
Uruguay,Male,Total,2012,998
Uruguay,Male,1. Managers,2012,2966
Uruguay,Male,2. Professionals,2012,1613
Uruguay,Male,3. Technicians and associate professionals,2012,1336
Uruguay,Male,4. Clerical support workers,2012,1152
Uruguay,Male,5. Service and sales workers,2012,855
Uruguay,Male,"6. Skilled agricultural, forestry and fishery workers",2012,862
Uruguay,Male,7. Craft and related trades workers,2012,918
Uruguay,Male,"8. Plant and machine operators, and assemblers",2012,994
Uruguay,Male,9. Elementary occupations,2012,603
Uruguay,Male,0. Armed forces occupations,2012,1043
Uruguay,Female,Total,2012,757
Uruguay,Female,1. Managers,2012,1958
Uruguay,Female,2. Professionals,2012,1201
Uruguay,Female,3. Technicians and associate professionals,2012,1012
Uruguay,Female,4. Clerical support workers,2012,925
Uruguay,Female,5. Service and sales workers,2012,564
Uruguay,Female,"6. Skilled agricultural, forestry and fishery workers",2012,522
Uruguay,Female,7. Craft and related trades workers,2012,584
Uruguay,Female,"8. Plant and machine operators, and assemblers",2012,630
Uruguay,Female,9. Elementary occupations,2012,417
Uruguay,Female,0. Armed forces occupations,2012,751
Uruguay,Total,Total,2013,987
Uruguay,Total,1. Managers,2013,3001
Uruguay,Total,2. Professionals,2013,1502
Uruguay,Total,3. Technicians and associate professionals,2013,1339
Uruguay,Total,4. Clerical support workers,2013,1084
Uruguay,Total,5. Service and sales workers,2013,750
Uruguay,Total,"6. Skilled agricultural, forestry and fishery workers",2013,887
Uruguay,Total,7. Craft and related trades workers,2013,1006
Uruguay,Total,"8. Plant and machine operators, and assemblers",2013,1057
Uruguay,Total,9. Elementary occupations,2013,575
Uruguay,Total,0. Armed forces occupations,2013,1137
Uruguay,Male,Total,2013,1117
Uruguay,Male,1. Managers,2013,3461
Uruguay,Male,2. Professionals,2013,1823
Uruguay,Male,3. Technicians and associate professionals,2013,1519
Uruguay,Male,4. Clerical support workers,2013,1247
Uruguay,Male,5. Service and sales workers,2013,942
Uruguay,Male,"6. Skilled agricultural, forestry and fishery workers",2013,913
Uruguay,Male,7. Craft and related trades workers,2013,1038
Uruguay,Male,"8. Plant and machine operators, and assemblers",2013,1096
Uruguay,Male,9. Elementary occupations,2013,682
Uruguay,Male,0. Armed forces occupations,2013,1160
Uruguay,Female,Total,2013,835
Uruguay,Female,1. Managers,2013,2303
Uruguay,Female,2. Professionals,2013,1333
Uruguay,Female,3. Technicians and associate professionals,2013,1119
Uruguay,Female,4. Clerical support workers,2013,987
Uruguay,Female,5. Service and sales workers,2013,617
Uruguay,Female,"6. Skilled agricultural, forestry and fishery workers",2013,638
Uruguay,Female,7. Craft and related trades workers,2013,631
Uruguay,Female,"8. Plant and machine operators, and assemblers",2013,696
Uruguay,Female,9. Elementary occupations,2013,478
Uruguay,Female,0. Armed forces occupations,2013,828
Uruguay,Total,Total,2014,987
Uruguay,Total,1. Managers,2014,2971
Uruguay,Total,2. Professionals,2014,1500
Uruguay,Total,3. Technicians and associate professionals,2014,1319
Uruguay,Total,4. Clerical support workers,2014,1080
Uruguay,Total,5. Service and sales workers,2014,741
Uruguay,Total,"6. Skilled agricultural, forestry and fishery workers",2014,918
Uruguay,Total,7. Craft and related trades workers,2014,1033
Uruguay,Total,"8. Plant and machine operators, and assemblers",2014,1064
Uruguay,Total,9. Elementary occupations,2014,572
Uruguay,Total,0. Armed forces occupations,2014,1038
Uruguay,Male,Total,2014,1120
Uruguay,Male,1. Managers,2014,3445
Uruguay,Male,2. Professionals,2014,1823
Uruguay,Male,3. Technicians and associate professionals,2014,1496
Uruguay,Male,4. Clerical support workers,2014,1231
Uruguay,Male,5. Service and sales workers,2014,929
Uruguay,Male,"6. Skilled agricultural, forestry and fishery workers",2014,940
Uruguay,Male,7. Craft and related trades workers,2014,1063
Uruguay,Male,"8. Plant and machine operators, and assemblers",2014,1097
Uruguay,Male,9. Elementary occupations,2014,677
Uruguay,Male,0. Armed forces occupations,2014,1062
Uruguay,Female,Total,2014,832
Uruguay,Female,1. Managers,2014,2231
Uruguay,Female,2. Professionals,2014,1332
Uruguay,Female,3. Technicians and associate professionals,2014,1084
Uruguay,Female,4. Clerical support workers,2014,990
Uruguay,Female,5. Service and sales workers,2014,611
Uruguay,Female,"6. Skilled agricultural, forestry and fishery workers",2014,669
Uruguay,Female,7. Craft and related trades workers,2014,688
Uruguay,Female,"8. Plant and machine operators, and assemblers",2014,739
Uruguay,Female,9. Elementary occupations,2014,480
Uruguay,Female,0. Armed forces occupations,2014,733
Uruguay,Total,Total,2015,925
Uruguay,Total,1. Managers,2015,2939
Uruguay,Total,2. Professionals,2015,1394
Uruguay,Total,3. Technicians and associate professionals,2015,1212
Uruguay,Total,4. Clerical support workers,2015,1000
Uruguay,Total,5. Service and sales workers,2015,695
Uruguay,Total,"6. Skilled agricultural, forestry and fishery workers",2015,885
Uruguay,Total,7. Craft and related trades workers,2015,942
Uruguay,Total,"8. Plant and machine operators, and assemblers",2015,985
Uruguay,Total,9. Elementary occupations,2015,527
Uruguay,Total,0. Armed forces occupations,2015,919
Uruguay,Male,Total,2015,1048
Uruguay,Male,1. Managers,2015,3356
Uruguay,Male,2. Professionals,2015,1707
Uruguay,Male,3. Technicians and associate professionals,2015,1351
Uruguay,Male,4. Clerical support workers,2015,1129
Uruguay,Male,5. Service and sales workers,2015,853
Uruguay,Male,"6. Skilled agricultural, forestry and fishery workers",2015,907
Uruguay,Male,7. Craft and related trades workers,2015,968
Uruguay,Male,"8. Plant and machine operators, and assemblers",2015,1019
Uruguay,Male,9. Elementary occupations,2015,620
Uruguay,Male,0. Armed forces occupations,2015,929
Uruguay,Female,Total,2015,785
Uruguay,Female,1. Managers,2015,2248
Uruguay,Female,2. Professionals,2015,1217
Uruguay,Female,3. Technicians and associate professionals,2015,1034
Uruguay,Female,4. Clerical support workers,2015,922
Uruguay,Female,5. Service and sales workers,2015,591
Uruguay,Female,"6. Skilled agricultural, forestry and fishery workers",2015,638
Uruguay,Female,7. Craft and related trades workers,2015,641
Uruguay,Female,"8. Plant and machine operators, and assemblers",2015,633
Uruguay,Female,9. Elementary occupations,2015,444
Uruguay,Female,0. Armed forces occupations,2015,737
Uruguay,Total,Total,2016,860
Uruguay,Total,1. Managers,2016,1895
Uruguay,Total,2. Professionals,2016,1245
Uruguay,Total,3. Technicians and associate professionals,2016,1162
Uruguay,Total,4. Clerical support workers,2016,962
Uruguay,Total,5. Service and sales workers,2016,676
Uruguay,Total,"6. Skilled agricultural, forestry and fishery workers",2016,816
Uruguay,Total,7. Craft and related trades workers,2016,918
Uruguay,Total,"8. Plant and machine operators, and assemblers",2016,949
Uruguay,Total,9. Elementary occupations,2016,527
Uruguay,Total,0. Armed forces occupations,2016,886
Uruguay,Male,Total,2016,955
Uruguay,Male,1. Managers,2016,2051
Uruguay,Male,2. Professionals,2016,1417
Uruguay,Male,3. Technicians and associate professionals,2016,1285
Uruguay,Male,4. Clerical support workers,2016,1061
Uruguay,Male,5. Service and sales workers,2016,832
Uruguay,Male,"6. Skilled agricultural, forestry and fishery workers",2016,838
Uruguay,Male,7. Craft and related trades workers,2016,940
Uruguay,Male,"8. Plant and machine operators, and assemblers",2016,978
Uruguay,Male,9. Elementary occupations,2016,609
Uruguay,Male,0. Armed forces occupations,2016,895
Uruguay,Female,Total,2016,754
Uruguay,Female,1. Managers,2016,1697
Uruguay,Female,2. Professionals,2016,1159
Uruguay,Female,3. Technicians and associate professionals,2016,1004
Uruguay,Female,4. Clerical support workers,2016,903
Uruguay,Female,5. Service and sales workers,2016,569
Uruguay,Female,"6. Skilled agricultural, forestry and fishery workers",2016,614
Uruguay,Female,7. Craft and related trades workers,2016,672
Uruguay,Female,"8. Plant and machine operators, and assemblers",2016,646
Uruguay,Female,9. Elementary occupations,2016,457
Uruguay,Female,0. Armed forces occupations,2016,760
Uruguay,Total,Total,2017,1055
Uruguay,Total,1. Managers,2017,3027
Uruguay,Total,2. Professionals,2017,1615
Uruguay,Total,3. Technicians and associate professionals,2017,1392
Uruguay,Total,4. Clerical support workers,2017,1133
Uruguay,Total,5. Service and sales workers,2017,788
Uruguay,Total,"6. Skilled agricultural, forestry and fishery workers",2017,975
Uruguay,Total,7. Craft and related trades workers,2017,1069
Uruguay,Total,"8. Plant and machine operators, and assemblers",2017,1107
Uruguay,Total,9. Elementary occupations,2017,604
Uruguay,Total,0. Armed forces occupations,2017,1079
Uruguay,Male,Total,2017,1183
Uruguay,Male,1. Managers,2017,3415
Uruguay,Male,2. Professionals,2017,1914
Uruguay,Male,3. Technicians and associate professionals,2017,1559
Uruguay,Male,4. Clerical support workers,2017,1280
Uruguay,Male,5. Service and sales workers,2017,972
Uruguay,Male,"6. Skilled agricultural, forestry and fishery workers",2017,1002
Uruguay,Male,7. Craft and related trades workers,2017,1100
Uruguay,Male,"8. Plant and machine operators, and assemblers",2017,1142
Uruguay,Male,9. Elementary occupations,2017,701
Uruguay,Male,0. Armed forces occupations,2017,1093
Uruguay,Female,Total,2017,913
Uruguay,Female,1. Managers,2017,2477
Uruguay,Female,2. Professionals,2017,1452
Uruguay,Female,3. Technicians and associate professionals,2017,1179
Uruguay,Female,4. Clerical support workers,2017,1047
Uruguay,Female,5. Service and sales workers,2017,666
Uruguay,Female,"6. Skilled agricultural, forestry and fishery workers",2017,707
Uruguay,Female,7. Craft and related trades workers,2017,710
Uruguay,Female,"8. Plant and machine operators, and assemblers",2017,756
Uruguay,Female,9. Elementary occupations,2017,518
Uruguay,Female,0. Armed forces occupations,2017,936
Uruguay,Total,Total,2018,1044
Uruguay,Total,1. Managers,2018,2968
Uruguay,Total,2. Professionals,2018,1600
Uruguay,Total,3. Technicians and associate professionals,2018,1381
Uruguay,Total,4. Clerical support workers,2018,1126
Uruguay,Total,5. Service and sales workers,2018,789
Uruguay,Total,"6. Skilled agricultural, forestry and fishery workers",2018,930
Uruguay,Total,7. Craft and related trades workers,2018,1044
Uruguay,Total,"8. Plant and machine operators, and assemblers",2018,1091
Uruguay,Total,9. Elementary occupations,2018,611
Uruguay,Total,0. Armed forces occupations,2018,1000
Uruguay,Male,Total,2018,1159
Uruguay,Male,1. Managers,2018,3451
Uruguay,Male,2. Professionals,2018,1899
Uruguay,Male,3. Technicians and associate professionals,2018,1500
Uruguay,Male,4. Clerical support workers,2018,1249
Uruguay,Male,5. Service and sales workers,2018,968
Uruguay,Male,"6. Skilled agricultural, forestry and fishery workers",2018,962
Uruguay,Male,7. Craft and related trades workers,2018,1066
Uruguay,Male,"8. Plant and machine operators, and assemblers",2018,1114
Uruguay,Male,9. Elementary occupations,2018,698
Uruguay,Male,0. Armed forces occupations,2018,1008
Uruguay,Female,Total,2018,918
Uruguay,Female,1. Managers,2018,2298
Uruguay,Female,2. Professionals,2018,1436
Uruguay,Female,3. Technicians and associate professionals,2018,1226
Uruguay,Female,4. Clerical support workers,2018,1054
Uruguay,Female,5. Service and sales workers,2018,671
Uruguay,Female,"6. Skilled agricultural, forestry and fishery workers",2018,650
Uruguay,Female,7. Craft and related trades workers,2018,776
Uruguay,Female,"8. Plant and machine operators, and assemblers",2018,818
Uruguay,Female,9. Elementary occupations,2018,533
Uruguay,Female,0. Armed forces occupations,2018,909
Uruguay,Total,Total,2019,985
Uruguay,Total,1. Managers,2019,2845
Uruguay,Total,2. Professionals,2019,1486
Uruguay,Total,3. Technicians and associate professionals,2019,1307
Uruguay,Total,4. Clerical support workers,2019,1044
Uruguay,Total,5. Service and sales workers,2019,732
Uruguay,Total,"6. Skilled agricultural, forestry and fishery workers",2019,904
Uruguay,Total,7. Craft and related trades workers,2019,991
Uruguay,Total,"8. Plant and machine operators, and assemblers",2019,1023
Uruguay,Total,9. Elementary occupations,2019,569
Uruguay,Total,0. Armed forces occupations,2019,970
Uruguay,Male,Total,2019,1094
Uruguay,Male,1. Managers,2019,3223
Uruguay,Male,2. Professionals,2019,1780
Uruguay,Male,3. Technicians and associate professionals,2019,1472
Uruguay,Male,4. Clerical support workers,2019,1147
Uruguay,Male,5. Service and sales workers,2019,891
Uruguay,Male,"6. Skilled agricultural, forestry and fishery workers",2019,939
Uruguay,Male,7. Craft and related trades workers,2019,1018
Uruguay,Male,"8. Plant and machine operators, and assemblers",2019,1047
Uruguay,Male,9. Elementary occupations,2019,646
Uruguay,Male,0. Armed forces occupations,2019,982
Uruguay,Female,Total,2019,863
Uruguay,Female,1. Managers,2019,2293
Uruguay,Female,2. Professionals,2019,1327
Uruguay,Female,3. Technicians and associate professionals,2019,1113
Uruguay,Female,4. Clerical support workers,2019,986
Uruguay,Female,5. Service and sales workers,2019,624
Uruguay,Female,"6. Skilled agricultural, forestry and fishery workers",2019,630
Uruguay,Female,7. Craft and related trades workers,2019,689
Uruguay,Female,"8. Plant and machine operators, and assemblers",2019,728
Uruguay,Female,9. Elementary occupations,2019,497
Uruguay,Female,0. Armed forces occupations,2019,800
Uruguay,Total,Total,2020,880
Uruguay,Total,1. Managers,2020,2218
Uruguay,Total,2. Professionals,2020,1346
Uruguay,Total,3. Technicians and associate professionals,2020,1136
Uruguay,Total,4. Clerical support workers,2020,924
Uruguay,Total,5. Service and sales workers,2020,638
Uruguay,Total,"6. Skilled agricultural, forestry and fishery workers",2020,778
Uruguay,Total,7. Craft and related trades workers,2020,874
Uruguay,Total,"8. Plant and machine operators, and assemblers",2020,840
Uruguay,Total,9. Elementary occupations,2020,505
Uruguay,Total,0. Armed forces occupations,2020,892
Uruguay,Total,X. Not elsewhere classified,2020,273
Uruguay,Male,Total,2020,965
Uruguay,Male,1. Managers,2020,2519
Uruguay,Male,2. Professionals,2020,1585
Uruguay,Male,3. Technicians and associate professionals,2020,1249
Uruguay,Male,4. Clerical support workers,2020,1020
Uruguay,Male,5. Service and sales workers,2020,766
Uruguay,Male,"6. Skilled agricultural, forestry and fishery workers",2020,801
Uruguay,Male,7. Craft and related trades workers,2020,888
Uruguay,Male,"8. Plant and machine operators, and assemblers",2020,857
Uruguay,Male,9. Elementary occupations,2020,577
Uruguay,Male,0. Armed forces occupations,2020,900
Uruguay,Male,X. Not elsewhere classified,2020,273
Uruguay,Female,Total,2020,788
Uruguay,Female,1. Managers,2020,1843
Uruguay,Female,2. Professionals,2020,1208
Uruguay,Female,3. Technicians and associate professionals,2020,1001
Uruguay,Female,4. Clerical support workers,2020,866
Uruguay,Female,5. Service and sales workers,2020,553
Uruguay,Female,"6. Skilled agricultural, forestry and fishery workers",2020,572
Uruguay,Female,7. Craft and related trades workers,2020,704
Uruguay,Female,"8. Plant and machine operators, and assemblers",2020,624
Uruguay,Female,9. Elementary occupations,2020,441
Uruguay,Female,0. Armed forces occupations,2020,814
Vanuatu,Total,Total,2010,447
Vanuatu,Total,1. Managers,2010,851
Vanuatu,Total,2. Professionals,2010,563
Vanuatu,Total,3. Technicians and associate professionals,2010,590
Vanuatu,Total,4. Clerical support workers,2010,537
Vanuatu,Total,5. Service and sales workers,2010,401
Vanuatu,Total,"6. Skilled agricultural, forestry and fishery workers",2010,353
Vanuatu,Total,7. Craft and related trades workers,2010,370
Vanuatu,Total,"8. Plant and machine operators, and assemblers",2010,685
Vanuatu,Total,9. Elementary occupations,2010,275
Vanuatu,Male,Total,2010,500
Vanuatu,Male,1. Managers,2010,870
Vanuatu,Male,2. Professionals,2010,593
Vanuatu,Male,3. Technicians and associate professionals,2010,611
Vanuatu,Male,4. Clerical support workers,2010,643
Vanuatu,Male,5. Service and sales workers,2010,467
Vanuatu,Male,"6. Skilled agricultural, forestry and fishery workers",2010,370
Vanuatu,Male,7. Craft and related trades workers,2010,376
Vanuatu,Male,"8. Plant and machine operators, and assemblers",2010,722
Vanuatu,Male,9. Elementary occupations,2010,316
Vanuatu,Female,Total,2010,360
Vanuatu,Female,1. Managers,2010,738
Vanuatu,Female,2. Professionals,2010,534
Vanuatu,Female,3. Technicians and associate professionals,2010,506
Vanuatu,Female,4. Clerical support workers,2010,455
Vanuatu,Female,5. Service and sales workers,2010,331
Vanuatu,Female,"6. Skilled agricultural, forestry and fishery workers",2010,319
Vanuatu,Female,7. Craft and related trades workers,2010,294
Vanuatu,Female,"8. Plant and machine operators, and assemblers",2010,233
Vanuatu,Female,9. Elementary occupations,2010,249
Viet Nam,Total,Total,2010,135
Viet Nam,Total,1. Managers,2010,218
Viet Nam,Total,2. Professionals,2010,206
Viet Nam,Total,3. Technicians and associate professionals,2010,141
Viet Nam,Total,4. Clerical support workers,2010,123
Viet Nam,Total,5. Service and sales workers,2010,115
Viet Nam,Total,"6. Skilled agricultural, forestry and fishery workers",2010,133
Viet Nam,Total,7. Craft and related trades workers,2010,126
Viet Nam,Total,"8. Plant and machine operators, and assemblers",2010,133
Viet Nam,Total,9. Elementary occupations,2010,94
Viet Nam,Total,0. Armed forces occupations,2010,208
Viet Nam,Total,X. Not elsewhere classified,2010,230
Viet Nam,Male,Total,2010,143
Viet Nam,Male,1. Managers,2010,217
Viet Nam,Male,2. Professionals,2010,221
Viet Nam,Male,3. Technicians and associate professionals,2010,153
Viet Nam,Male,4. Clerical support workers,2010,119
Viet Nam,Male,5. Service and sales workers,2010,123
Viet Nam,Male,"6. Skilled agricultural, forestry and fishery workers",2010,134
Viet Nam,Male,7. Craft and related trades workers,2010,134
Viet Nam,Male,"8. Plant and machine operators, and assemblers",2010,154
Viet Nam,Male,9. Elementary occupations,2010,101
Viet Nam,Male,0. Armed forces occupations,2010,210
Viet Nam,Male,X. Not elsewhere classified,2010,230
Viet Nam,Female,Total,2010,123
Viet Nam,Female,1. Managers,2010,218
Viet Nam,Female,2. Professionals,2010,191
Viet Nam,Female,3. Technicians and associate professionals,2010,133
Viet Nam,Female,4. Clerical support workers,2010,126
Viet Nam,Female,5. Service and sales workers,2010,105
Viet Nam,Female,"6. Skilled agricultural, forestry and fishery workers",2010,130
Viet Nam,Female,7. Craft and related trades workers,2010,98
Viet Nam,Female,"8. Plant and machine operators, and assemblers",2010,110
Viet Nam,Female,9. Elementary occupations,2010,83
Viet Nam,Female,0. Armed forces occupations,2010,191
Viet Nam,Total,Total,2011,152
Viet Nam,Total,1. Managers,2011,239
Viet Nam,Total,2. Professionals,2011,226
Viet Nam,Total,3. Technicians and associate professionals,2011,160
Viet Nam,Total,4. Clerical support workers,2011,138
Viet Nam,Total,5. Service and sales workers,2011,129
Viet Nam,Total,"6. Skilled agricultural, forestry and fishery workers",2011,172
Viet Nam,Total,7. Craft and related trades workers,2011,140
Viet Nam,Total,"8. Plant and machine operators, and assemblers",2011,163
Viet Nam,Total,9. Elementary occupations,2011,103
Viet Nam,Total,0. Armed forces occupations,2011,231
Viet Nam,Total,X. Not elsewhere classified,2011,124
Viet Nam,Male,Total,2011,161
Viet Nam,Male,1. Managers,2011,246
Viet Nam,Male,2. Professionals,2011,248
Viet Nam,Male,3. Technicians and associate professionals,2011,172
Viet Nam,Male,4. Clerical support workers,2011,131
Viet Nam,Male,5. Service and sales workers,2011,137
Viet Nam,Male,"6. Skilled agricultural, forestry and fishery workers",2011,173
Viet Nam,Male,7. Craft and related trades workers,2011,147
Viet Nam,Male,"8. Plant and machine operators, and assemblers",2011,182
Viet Nam,Male,9. Elementary occupations,2011,111
Viet Nam,Male,0. Armed forces occupations,2011,235
Viet Nam,Male,X. Not elsewhere classified,2011,117
Viet Nam,Female,Total,2011,140
Viet Nam,Female,1. Managers,2011,217
Viet Nam,Female,2. Professionals,2011,204
Viet Nam,Female,3. Technicians and associate professionals,2011,151
Viet Nam,Female,4. Clerical support workers,2011,148
Viet Nam,Female,5. Service and sales workers,2011,117
Viet Nam,Female,"6. Skilled agricultural, forestry and fishery workers",2011,169
Viet Nam,Female,7. Craft and related trades workers,2011,112
Viet Nam,Female,"8. Plant and machine operators, and assemblers",2011,141
Viet Nam,Female,9. Elementary occupations,2011,93
Viet Nam,Female,0. Armed forces occupations,2011,204
Viet Nam,Female,X. Not elsewhere classified,2011,138
