sectorID	countryCode	year	sex	monthlyEarnings
0. Armed forces occupations	SUR	2016	Male	394
X. Not elsewhere classified	SUR	2016	Male	335
Total	SUR	2016	Female	350
1. Managers	SUR	2016	Female	489
2. Professionals	SUR	2016	Female	499
3. Technicians and associate professionals	SUR	2016	Female	396
4. Clerical support workers	SUR	2016	Female	357
5. Service and sales workers	SUR	2016	Female	249
7. Craft and related trades workers	SUR	2016	Female	185
9. Elementary occupations	SUR	2016	Female	165
Total	SWE	2014	Male	5137
1. Managers	SWE	2014	Male	8514
2. Professionals	SWE	2014	Male	6134
3. Technicians and associate professionals	SWE	2014	Male	5450
4. Clerical support workers	SWE	2014	Male	4171
5. Service and sales workers	SWE	2014	Male	3873
6. Skilled agricultural, forestry and fishery workers	SWE	2014	Male	3824
7. Craft and related trades workers	SWE	2014	Male	4573
8. Plant and machine operators, and assemblers	SWE	2014	Male	4384
9. Elementary occupations	SWE	2014	Male	3649
Total	SWE	2014	Female	4373
1. Managers	SWE	2014	Female	7130
2. Professionals	SWE	2014	Female	4972
3. Technicians and associate professionals	SWE	2014	Female	4616
4. Clerical support workers	SWE	2014	Female	4017
5. Service and sales workers	SWE	2014	Female	3723
6. Skilled agricultural, forestry and fishery workers	SWE	2014	Female	3620
7. Craft and related trades workers	SWE	2014	Female	4049
8. Plant and machine operators, and assemblers	SWE	2014	Female	4070
9. Elementary occupations	SWE	2014	Female	3336
Total	SWE	2015	Male	4043
1. Managers	SWE	2015	Male	6734
2. Professionals	SWE	2015	Male	4944
3. Technicians and associate professionals	SWE	2015	Male	4339
4. Clerical support workers	SWE	2015	Male	3248
5. Service and sales workers	SWE	2015	Male	3094
6. Skilled agricultural, forestry and fishery workers	SWE	2015	Male	2999
7. Craft and related trades workers	SWE	2015	Male	3450
8. Plant and machine operators, and assemblers	SWE	2015	Male	3320
9. Elementary occupations	SWE	2015	Male	2833
X. Not elsewhere classified	SWE	2015	Male	4161
Total	SWE	2015	Female	3545
1. Managers	SWE	2015	Female	5703
2. Professionals	SWE	2015	Female	4126
3. Technicians and associate professionals	SWE	2015	Female	3723
4. Clerical support workers	SWE	2015	Female	3201
5. Service and sales workers	SWE	2015	Female	2976
6. Skilled agricultural, forestry and fishery workers	SWE	2015	Female	2668
7. Craft and related trades workers	SWE	2015	Female	3130
8. Plant and machine operators, and assemblers	SWE	2015	Female	3165
9. Elementary occupations	SWE	2015	Female	2632
X. Not elsewhere classified	SWE	2015	Female	3889
Total	SWE	2016	Male	4076
1. Managers	SWE	2016	Male	6774
2. Professionals	SWE	2016	Male	4940
3. Technicians and associate professionals	SWE	2016	Male	4392
4. Clerical support workers	SWE	2016	Male	3270
5. Service and sales workers	SWE	2016	Male	3107
6. Skilled agricultural, forestry and fishery workers	SWE	2016	Male	2967
7. Craft and related trades workers	SWE	2016	Male	3492
8. Plant and machine operators, and assemblers	SWE	2016	Male	3329
9. Elementary occupations	SWE	2016	Male	2826
X. Not elsewhere classified	SWE	2016	Male	4006
Total	SWE	2016	Female	3586
1. Managers	SWE	2016	Female	5816
2. Professionals	SWE	2016	Female	4181
3. Technicians and associate professionals	SWE	2016	Female	3737
4. Clerical support workers	SWE	2016	Female	3235
5. Service and sales workers	SWE	2016	Female	3002
6. Skilled agricultural, forestry and fishery workers	SWE	2016	Female	2756
7. Craft and related trades workers	SWE	2016	Female	3130
8. Plant and machine operators, and assemblers	SWE	2016	Female	3130
9. Elementary occupations	SWE	2016	Female	2651
X. Not elsewhere classified	SWE	2016	Female	3948
Total	SWE	2017	Male	4176
1. Managers	SWE	2017	Male	6878
2. Professionals	SWE	2017	Male	5065
3. Technicians and associate professionals	SWE	2017	Male	4515
4. Clerical support workers	SWE	2017	Male	3310
5. Service and sales workers	SWE	2017	Male	3205
6. Skilled agricultural, forestry and fishery workers	SWE	2017	Male	3053
7. Craft and related trades workers	SWE	2017	Male	3579
8. Plant and machine operators, and assemblers	SWE	2017	Male	3404
9. Elementary occupations	SWE	2017	Male	2913
X. Not elsewhere classified	SWE	2017	Male	4059
Total	SWE	2017	Female	3708
1. Managers	SWE	2017	Female	6024
2. Professionals	SWE	2017	Female	4340
3. Technicians and associate professionals	SWE	2017	Female	3813
4. Clerical support workers	SWE	2017	Female	3334
5. Service and sales workers	SWE	2017	Female	3100
6. Skilled agricultural, forestry and fishery workers	SWE	2017	Female	2702
7. Craft and related trades workers	SWE	2017	Female	3240
8. Plant and machine operators, and assemblers	SWE	2017	Female	3217
9. Elementary occupations	SWE	2017	Female	2679
X. Not elsewhere classified	SWE	2017	Female	3837
Total	SWE	2018	Male	4199
1. Managers	SWE	2018	Male	7167
2. Professionals	SWE	2018	Male	5096
3. Technicians and associate professionals	SWE	2018	Male	4567
4. Clerical support workers	SWE	2018	Male	3336
5. Service and sales workers	SWE	2018	Male	3233
6. Skilled agricultural, forestry and fishery workers	SWE	2018	Male	3095
7. Craft and related trades workers	SWE	2018	Male	3612
8. Plant and machine operators, and assemblers	SWE	2018	Male	3463
9. Elementary occupations	SWE	2018	Male	2888
X. Not elsewhere classified	SWE	2018	Male	4095
Total	SWE	2018	Female	3750
1. Managers	SWE	2018	Female	6120
2. Professionals	SWE	2018	Female	4406
3. Technicians and associate professionals	SWE	2018	Female	3877
4. Clerical support workers	SWE	2018	Female	3336
5. Service and sales workers	SWE	2018	Female	3106
6. Skilled agricultural, forestry and fishery workers	SWE	2018	Female	2761
7. Craft and related trades workers	SWE	2018	Female	3198
8. Plant and machine operators, and assemblers	SWE	2018	Female	3313
9. Elementary occupations	SWE	2018	Female	2703
X. Not elsewhere classified	SWE	2018	Female	3969
Total	SWE	2019	Male	3933
1. Managers	SWE	2019	Male	6544
2. Professionals	SWE	2019	Male	4789
3. Technicians and associate professionals	SWE	2019	Male	4240
4. Clerical support workers	SWE	2019	Male	3119
5. Service and sales workers	SWE	2019	Male	3003
6. Skilled agricultural, forestry and fishery workers	SWE	2019	Male	2886
7. Craft and related trades workers	SWE	2019	Male	3383
8. Plant and machine operators, and assemblers	SWE	2019	Male	3225
9. Elementary occupations	SWE	2019	Male	2728
X. Not elsewhere classified	SWE	2019	Male	3965
Total	SWE	2019	Female	3542
1. Managers	SWE	2019	Female	5741
2. Professionals	SWE	2019	Female	4166
3. Technicians and associate professionals	SWE	2019	Female	3648
4. Clerical support workers	SWE	2019	Female	3140
5. Service and sales workers	SWE	2019	Female	2918
6. Skilled agricultural, forestry and fishery workers	SWE	2019	Female	2643
7. Craft and related trades workers	SWE	2019	Female	3077
8. Plant and machine operators, and assemblers	SWE	2019	Female	3077
9. Elementary occupations	SWE	2019	Female	2537
X. Not elsewhere classified	SWE	2019	Female	3817
Total	SWE	2020	Male	4115
1. Managers	SWE	2020	Male	6840
2. Professionals	SWE	2020	Male	5027
3. Technicians and associate professionals	SWE	2020	Male	4419
4. Clerical support workers	SWE	2020	Male	3246
5. Service and sales workers	SWE	2020	Male	3105
6. Skilled agricultural, forestry and fishery workers	SWE	2020	Male	3008
7. Craft and related trades workers	SWE	2020	Male	3550
8. Plant and machine operators, and assemblers	SWE	2020	Male	3301
9. Elementary occupations	SWE	2020	Male	2812
X. Not elsewhere classified	SWE	2020	Male	4289
Total	SWE	2020	Female	3713
1. Managers	SWE	2020	Female	6048
2. Professionals	SWE	2020	Female	4365
3. Technicians and associate professionals	SWE	2020	Female	3778
4. Clerical support workers	SWE	2020	Female	3290
5. Service and sales workers	SWE	2020	Female	3029
6. Skilled agricultural, forestry and fishery workers	SWE	2020	Female	2736
7. Craft and related trades workers	SWE	2020	Female	3214
8. Plant and machine operators, and assemblers	SWE	2020	Female	3170
9. Elementary occupations	SWE	2020	Female	2638
X. Not elsewhere classified	SWE	2020	Female	4017
Total	CHE	2014	Male	8694
1. Managers	CHE	2014	Male	13439
2. Professionals	CHE	2014	Male	10855
3. Technicians and associate professionals	CHE	2014	Male	9032
4. Clerical support workers	CHE	2014	Male	6835
5. Service and sales workers	CHE	2014	Male	6486
6. Skilled agricultural, forestry and fishery workers	CHE	2014	Male	6371
7. Craft and related trades workers	CHE	2014	Male	6922
8. Plant and machine operators, and assemblers	CHE	2014	Male	6908
9. Elementary occupations	CHE	2014	Male	6471
Total	CHE	2014	Female	7058
1. Managers	CHE	2014	Female	10079
2. Professionals	CHE	2014	Female	9324
3. Technicians and associate professionals	CHE	2014	Female	7671
4. Clerical support workers	CHE	2014	Female	6609
5. Service and sales workers	CHE	2014	Female	5698
6. Skilled agricultural, forestry and fishery workers	CHE	2014	Female	5458
7. Craft and related trades workers	CHE	2014	Female	5532
8. Plant and machine operators, and assemblers	CHE	2014	Female	5360
9. Elementary occupations	CHE	2014	Female	5309
Total	CHE	2015	Male	7066
1. Managers	CHE	2015	Male	10711
2. Professionals	CHE	2015	Male	8737
3. Technicians and associate professionals	CHE	2015	Male	7793
4. Clerical support workers	CHE	2015	Male	6235
5. Service and sales workers	CHE	2015	Male	5403
6. Skilled agricultural, forestry and fishery workers	CHE	2015	Male	5291
7. Craft and related trades workers	CHE	2015	Male	6122
8. Plant and machine operators, and assemblers	CHE	2015	Male	6079
9. Elementary occupations	CHE	2015	Male	5040
X. Not elsewhere classified	CHE	2015	Male	6962
Total	CHE	2015	Female	4598
1. Managers	CHE	2015	Female	7135
2. Professionals	CHE	2015	Female	5966
3. Technicians and associate professionals	CHE	2015	Female	5265
4. Clerical support workers	CHE	2015	Female	4572
5. Service and sales workers	CHE	2015	Female	3282
6. Skilled agricultural, forestry and fishery workers	CHE	2015	Female	3931
7. Craft and related trades workers	CHE	2015	Female	4156
8. Plant and machine operators, and assemblers	CHE	2015	Female	3888
9. Elementary occupations	CHE	2015	Female	1585
X. Not elsewhere classified	CHE	2015	Female	4442
Total	TZA	2014	Male	197
1. Managers	TZA	2014	Male	485
2. Professionals	TZA	2014	Male	563
3. Technicians and associate professionals	TZA	2014	Male	405
4. Clerical support workers	TZA	2014	Male	363
5. Service and sales workers	TZA	2014	Male	204
6. Skilled agricultural, forestry and fishery workers	TZA	2014	Male	58
7. Craft and related trades workers	TZA	2014	Male	159
8. Plant and machine operators, and assemblers	TZA	2014	Male	180
9. Elementary occupations	TZA	2014	Male	95
Total	TZA	2014	Female	158
1. Managers	TZA	2014	Female	468
2. Professionals	TZA	2014	Female	523
3. Technicians and associate professionals	TZA	2014	Female	303
4. Clerical support workers	TZA	2014	Female	231
5. Service and sales workers	TZA	2014	Female	115
6. Skilled agricultural, forestry and fishery workers	TZA	2014	Female	43
7. Craft and related trades workers	TZA	2014	Female	120
8. Plant and machine operators, and assemblers	TZA	2014	Female	110
9. Elementary occupations	TZA	2014	Female	64
Total	THA	2011	Male	348
1. Managers	THA	2011	Male	917
2. Professionals	THA	2011	Male	840
3. Technicians and associate professionals	THA	2011	Male	564
4. Clerical support workers	THA	2011	Male	387
5. Service and sales workers	THA	2011	Male	314
6. Skilled agricultural, forestry and fishery workers	THA	2011	Male	207
7. Craft and related trades workers	THA	2011	Male	244
8. Plant and machine operators, and assemblers	THA	2011	Male	276
9. Elementary occupations	THA	2011	Male	167
X. Not elsewhere classified	THA	2011	Male	355
Total	THA	2011	Female	329
1. Managers	THA	2011	Female	1032
2. Professionals	THA	2011	Female	693
3. Technicians and associate professionals	THA	2011	Female	491
4. Clerical support workers	THA	2011	Female	357
5. Service and sales workers	THA	2011	Female	228
6. Skilled agricultural, forestry and fishery workers	THA	2011	Female	172
7. Craft and related trades workers	THA	2011	Female	190
8. Plant and machine operators, and assemblers	THA	2011	Female	207
9. Elementary occupations	THA	2011	Female	167
X. Not elsewhere classified	THA	2011	Female	394
Total	THA	2012	Male	367
1. Managers	THA	2012	Male	793
2. Professionals	THA	2012	Male	821
3. Technicians and associate professionals	THA	2012	Male	652
4. Clerical support workers	THA	2012	Male	471
5. Service and sales workers	THA	2012	Male	340
6. Skilled agricultural, forestry and fishery workers	THA	2012	Male	180
7. Craft and related trades workers	THA	2012	Male	281
8. Plant and machine operators, and assemblers	THA	2012	Male	298
9. Elementary occupations	THA	2012	Male	183
X. Not elsewhere classified	THA	2012	Male	575
Total	THA	2012	Female	351
1. Managers	THA	2012	Female	1006
2. Professionals	THA	2012	Female	691
3. Technicians and associate professionals	THA	2012	Female	496
4. Clerical support workers	THA	2012	Female	387
5. Service and sales workers	THA	2012	Female	252
6. Skilled agricultural, forestry and fishery workers	THA	2012	Female	159
7. Craft and related trades workers	THA	2012	Female	213
8. Plant and machine operators, and assemblers	THA	2012	Female	252
9. Elementary occupations	THA	2012	Female	186
X. Not elsewhere classified	THA	2012	Female	560
Total	THA	2014	Male	449
1. Managers	THA	2014	Male	977
2. Professionals	THA	2014	Male	964
3. Technicians and associate professionals	THA	2014	Male	709
4. Clerical support workers	THA	2014	Male	468
5. Service and sales workers	THA	2014	Male	420
6. Skilled agricultural, forestry and fishery workers	THA	2014	Male	205
7. Craft and related trades workers	THA	2014	Male	334
8. Plant and machine operators, and assemblers	THA	2014	Male	380
9. Elementary occupations	THA	2014	Male	230
Total	THA	2014	Female	434
1. Managers	THA	2014	Female	1030
2. Professionals	THA	2014	Female	803
3. Technicians and associate professionals	THA	2014	Female	576
4. Clerical support workers	THA	2014	Female	439
5. Service and sales workers	THA	2014	Female	328
6. Skilled agricultural, forestry and fishery workers	THA	2014	Female	168
7. Craft and related trades workers	THA	2014	Female	269
8. Plant and machine operators, and assemblers	THA	2014	Female	327
9. Elementary occupations	THA	2014	Female	232
Total	THA	2015	Male	326
1. Managers	THA	2015	Male	698
2. Professionals	THA	2015	Male	688
3. Technicians and associate professionals	THA	2015	Male	528
4. Clerical support workers	THA	2015	Male	336
5. Service and sales workers	THA	2015	Male	305
6. Skilled agricultural, forestry and fishery workers	THA	2015	Male	144
7. Craft and related trades workers	THA	2015	Male	245
8. Plant and machine operators, and assemblers	THA	2015	Male	285
9. Elementary occupations	THA	2015	Male	166
Total	THA	2015	Female	322
1. Managers	THA	2015	Female	741
2. Professionals	THA	2015	Female	591
3. Technicians and associate professionals	THA	2015	Female	433
4. Clerical support workers	THA	2015	Female	324
5. Service and sales workers	THA	2015	Female	246
6. Skilled agricultural, forestry and fishery workers	THA	2015	Female	115
7. Craft and related trades workers	THA	2015	Female	201
8. Plant and machine operators, and assemblers	THA	2015	Female	247
9. Elementary occupations	THA	2015	Female	170
Total	THA	2016	Male	421
1. Managers	THA	2016	Male	976
2. Professionals	THA	2016	Male	890
3. Technicians and associate professionals	THA	2016	Male	673
4. Clerical support workers	THA	2016	Male	456
5. Service and sales workers	THA	2016	Male	385
6. Skilled agricultural, forestry and fishery workers	THA	2016	Male	182
7. Craft and related trades workers	THA	2016	Male	316
8. Plant and machine operators, and assemblers	THA	2016	Male	362
9. Elementary occupations	THA	2016	Male	221
Total	THA	2016	Female	419
1. Managers	THA	2016	Female	974
2. Professionals	THA	2016	Female	774
3. Technicians and associate professionals	THA	2016	Female	557
4. Clerical support workers	THA	2016	Female	431
5. Service and sales workers	THA	2016	Female	310
6. Skilled agricultural, forestry and fishery workers	THA	2016	Female	144
7. Craft and related trades workers	THA	2016	Female	258
8. Plant and machine operators, and assemblers	THA	2016	Female	311
9. Elementary occupations	THA	2016	Female	227
Total	THA	2017	Male	433
1. Managers	THA	2017	Male	904
2. Professionals	THA	2017	Male	926
3. Technicians and associate professionals	THA	2017	Male	728
4. Clerical support workers	THA	2017	Male	481
5. Service and sales workers	THA	2017	Male	405
6. Skilled agricultural, forestry and fishery workers	THA	2017	Male	200
7. Craft and related trades workers	THA	2017	Male	337
8. Plant and machine operators, and assemblers	THA	2017	Male	379
9. Elementary occupations	THA	2017	Male	228
Total	THA	2017	Female	438
1. Managers	THA	2017	Female	951
2. Professionals	THA	2017	Female	811
3. Technicians and associate professionals	THA	2017	Female	578
4. Clerical support workers	THA	2017	Female	450
5. Service and sales workers	THA	2017	Female	330
6. Skilled agricultural, forestry and fishery workers	THA	2017	Female	160
7. Craft and related trades workers	THA	2017	Female	272
8. Plant and machine operators, and assemblers	THA	2017	Female	331
9. Elementary occupations	THA	2017	Female	232
Total	THA	2018	Male	460
1. Managers	THA	2018	Male	968
2. Professionals	THA	2018	Male	963
3. Technicians and associate professionals	THA	2018	Male	770
4. Clerical support workers	THA	2018	Male	514
5. Service and sales workers	THA	2018	Male	444
6. Skilled agricultural, forestry and fishery workers	THA	2018	Male	203
7. Craft and related trades workers	THA	2018	Male	364
8. Plant and machine operators, and assemblers	THA	2018	Male	407
9. Elementary occupations	THA	2018	Male	243
Total	THA	2018	Female	466
1. Managers	THA	2018	Female	1035
2. Professionals	THA	2018	Female	857
3. Technicians and associate professionals	THA	2018	Female	628
4. Clerical support workers	THA	2018	Female	478
5. Service and sales workers	THA	2018	Female	356
6. Skilled agricultural, forestry and fishery workers	THA	2018	Female	157
7. Craft and related trades workers	THA	2018	Female	301
8. Plant and machine operators, and assemblers	THA	2018	Female	360
9. Elementary occupations	THA	2018	Female	252
Total	THA	2019	Male	485
1. Managers	THA	2019	Male	1034
2. Professionals	THA	2019	Male	1013
3. Technicians and associate professionals	THA	2019	Male	810
4. Clerical support workers	THA	2019	Male	539
5. Service and sales workers	THA	2019	Male	463
6. Skilled agricultural, forestry and fishery workers	THA	2019	Male	219
7. Craft and related trades workers	THA	2019	Male	390
8. Plant and machine operators, and assemblers	THA	2019	Male	430
9. Elementary occupations	THA	2019	Male	261
Total	THA	2019	Female	495
1. Managers	THA	2019	Female	1117
2. Professionals	THA	2019	Female	906
3. Technicians and associate professionals	THA	2019	Female	665
4. Clerical support workers	THA	2019	Female	509
5. Service and sales workers	THA	2019	Female	372
6. Skilled agricultural, forestry and fishery workers	THA	2019	Female	171
7. Craft and related trades workers	THA	2019	Female	325
8. Plant and machine operators, and assemblers	THA	2019	Female	374
9. Elementary occupations	THA	2019	Female	272
Total	THA	2020	Male	485
1. Managers	THA	2020	Male	1047
2. Professionals	THA	2020	Male	1045
3. Technicians and associate professionals	THA	2020	Male	767
4. Clerical support workers	THA	2020	Male	524
5. Service and sales workers	THA	2020	Male	448
6. Skilled agricultural, forestry and fishery workers	THA	2020	Male	209
7. Craft and related trades workers	THA	2020	Male	381
8. Plant and machine operators, and assemblers	THA	2020	Male	416
9. Elementary occupations	THA	2020	Male	253
Total	THA	2020	Female	499
1. Managers	THA	2020	Female	1087
2. Professionals	THA	2020	Female	908
3. Technicians and associate professionals	THA	2020	Female	666
4. Clerical support workers	THA	2020	Female	504
5. Service and sales workers	THA	2020	Female	361
6. Skilled agricultural, forestry and fishery workers	THA	2020	Female	166
7. Craft and related trades workers	THA	2020	Female	314
8. Plant and machine operators, and assemblers	THA	2020	Female	355
9. Elementary occupations	THA	2020	Female	262
Total	TLS	2010	Male	174
1. Managers	TLS	2010	Male	151
2. Professionals	TLS	2010	Male	200
3. Technicians and associate professionals	TLS	2010	Male	200
4. Clerical support workers	TLS	2010	Male	172
5. Service and sales workers	TLS	2010	Male	136
6. Skilled agricultural, forestry and fishery workers	TLS	2010	Male	87
7. Craft and related trades workers	TLS	2010	Male	203
8. Plant and machine operators, and assemblers	TLS	2010	Male	161
9. Elementary occupations	TLS	2010	Male	168
0. Armed forces occupations	TLS	2010	Male	142
X. Not elsewhere classified	TLS	2010	Male	195
Total	TLS	2010	Female	176
1. Managers	TLS	2010	Female	191
2. Professionals	TLS	2010	Female	216
3. Technicians and associate professionals	TLS	2010	Female	133
4. Clerical support workers	TLS	2010	Female	180
5. Service and sales workers	TLS	2010	Female	106
6. Skilled agricultural, forestry and fishery workers	TLS	2010	Female	91
7. Craft and related trades workers	TLS	2010	Female	397
8. Plant and machine operators, and assemblers	TLS	2010	Female	218
9. Elementary occupations	TLS	2010	Female	101
X. Not elsewhere classified	TLS	2010	Female	160
Total	TLS	2013	Male	774
1. Managers	TLS	2013	Male	393
2. Professionals	TLS	2013	Male	1073
3. Technicians and associate professionals	TLS	2013	Male	1027
4. Clerical support workers	TLS	2013	Male	469
5. Service and sales workers	TLS	2013	Male	594
6. Skilled agricultural, forestry and fishery workers	TLS	2013	Male	221
7. Craft and related trades workers	TLS	2013	Male	448
8. Plant and machine operators, and assemblers	TLS	2013	Male	1169
9. Elementary occupations	TLS	2013	Male	1066
X. Not elsewhere classified	TLS	2013	Male	180
Total	TLS	2013	Female	516
1. Managers	TLS	2013	Female	424
2. Professionals	TLS	2013	Female	874
3. Technicians and associate professionals	TLS	2013	Female	672
4. Clerical support workers	TLS	2013	Female	398
5. Service and sales workers	TLS	2013	Female	175
6. Skilled agricultural, forestry and fishery workers	TLS	2013	Female	116
7. Craft and related trades workers	TLS	2013	Female	149
8. Plant and machine operators, and assemblers	TLS	2013	Female	472
9. Elementary occupations	TLS	2013	Female	182
X. Not elsewhere classified	TLS	2013	Female	128
Total	TLS	2016	Male	308
1. Managers	TLS	2016	Male	327
2. Professionals	TLS	2016	Male	312
3. Technicians and associate professionals	TLS	2016	Male	1096
4. Clerical support workers	TLS	2016	Male	269
5. Service and sales workers	TLS	2016	Male	247
6. Skilled agricultural, forestry and fishery workers	TLS	2016	Male	475
7. Craft and related trades workers	TLS	2016	Male	219
8. Plant and machine operators, and assemblers	TLS	2016	Male	202
9. Elementary occupations	TLS	2016	Male	195
Total	TLS	2016	Female	367
1. Managers	TLS	2016	Female	273
2. Professionals	TLS	2016	Female	253
3. Technicians and associate professionals	TLS	2016	Female	2555
4. Clerical support workers	TLS	2016	Female	204
5. Service and sales workers	TLS	2016	Female	132
6. Skilled agricultural, forestry and fishery workers	TLS	2016	Female	584
7. Craft and related trades workers	TLS	2016	Female	108
9. Elementary occupations	TLS	2016	Female	131
Total	TGO	2011	Male	271
1. Managers	TGO	2011	Male	521
2. Professionals	TGO	2011	Male	271
3. Technicians and associate professionals	TGO	2011	Male	803
4. Clerical support workers	TGO	2011	Male	224
5. Service and sales workers	TGO	2011	Male	195
6. Skilled agricultural, forestry and fishery workers	TGO	2011	Male	193
7. Craft and related trades workers	TGO	2011	Male	145
8. Plant and machine operators, and assemblers	TGO	2011	Male	249
9. Elementary occupations	TGO	2011	Male	157
X. Not elsewhere classified	TGO	2011	Male	63
Total	TGO	2011	Female	181
1. Managers	TGO	2011	Female	261
2. Professionals	TGO	2011	Female	792
3. Technicians and associate professionals	TGO	2011	Female	319
4. Clerical support workers	TGO	2011	Female	241
5. Service and sales workers	TGO	2011	Female	86
6. Skilled agricultural, forestry and fishery workers	TGO	2011	Female	184
7. Craft and related trades workers	TGO	2011	Female	57
8. Plant and machine operators, and assemblers	TGO	2011	Female	26
9. Elementary occupations	TGO	2011	Female	58
X. Not elsewhere classified	TGO	2011	Female	234
Total	TGO	2015	Male	298
1. Managers	TGO	2015	Male	407
2. Professionals	TGO	2015	Male	573
3. Technicians and associate professionals	TGO	2015	Male	652
4. Clerical support workers	TGO	2015	Male	85
5. Service and sales workers	TGO	2015	Male	319
6. Skilled agricultural, forestry and fishery workers	TGO	2015	Male	86
7. Craft and related trades workers	TGO	2015	Male	140
8. Plant and machine operators, and assemblers	TGO	2015	Male	387
9. Elementary occupations	TGO	2015	Male	154
Total	TGO	2015	Female	187
1. Managers	TGO	2015	Female	164
2. Professionals	TGO	2015	Female	336
3. Technicians and associate professionals	TGO	2015	Female	418
4. Clerical support workers	TGO	2015	Female	75
5. Service and sales workers	TGO	2015	Female	211
6. Skilled agricultural, forestry and fishery workers	TGO	2015	Female	24
7. Craft and related trades workers	TGO	2015	Female	106
9. Elementary occupations	TGO	2015	Female	231
Total	TGO	2017	Male	159
1. Managers	TGO	2017	Male	224
2. Professionals	TGO	2017	Male	290
3. Technicians and associate professionals	TGO	2017	Male	129
4. Clerical support workers	TGO	2017	Male	123
5. Service and sales workers	TGO	2017	Male	78
6. Skilled agricultural, forestry and fishery workers	TGO	2017	Male	41
7. Craft and related trades workers	TGO	2017	Male	100
8. Plant and machine operators, and assemblers	TGO	2017	Male	76
9. Elementary occupations	TGO	2017	Male	72
0. Armed forces occupations	TGO	2017	Male	224
Total	TGO	2017	Female	139
1. Managers	TGO	2017	Female	2446
2. Professionals	TGO	2017	Female	193
3. Technicians and associate professionals	TGO	2017	Female	160
4. Clerical support workers	TGO	2017	Female	289
5. Service and sales workers	TGO	2017	Female	62
6. Skilled agricultural, forestry and fishery workers	TGO	2017	Female	67
7. Craft and related trades workers	TGO	2017	Female	22
8. Plant and machine operators, and assemblers	TGO	2017	Female	84
9. Elementary occupations	TGO	2017	Female	47
Total	TON	2018	Male	784
1. Managers	TON	2018	Male	3717
2. Professionals	TON	2018	Male	574
3. Technicians and associate professionals	TON	2018	Male	671
4. Clerical support workers	TON	2018	Male	589
5. Service and sales workers	TON	2018	Male	429
6. Skilled agricultural, forestry and fishery workers	TON	2018	Male	623
7. Craft and related trades workers	TON	2018	Male	650
8. Plant and machine operators, and assemblers	TON	2018	Male	588
9. Elementary occupations	TON	2018	Male	868
0. Armed forces occupations	TON	2018	Male	1036
Total	TON	2018	Female	555
1. Managers	TON	2018	Female	992
2. Professionals	TON	2018	Female	607
3. Technicians and associate professionals	TON	2018	Female	600
4. Clerical support workers	TON	2018	Female	577
5. Service and sales workers	TON	2018	Female	405
6. Skilled agricultural, forestry and fishery workers	TON	2018	Female	304
7. Craft and related trades workers	TON	2018	Female	674
8. Plant and machine operators, and assemblers	TON	2018	Female	309
9. Elementary occupations	TON	2018	Female	302
0. Armed forces occupations	TON	2018	Female	236
1. Managers	TUR	2010	Male	2430
2. Professionals	TUR	2010	Male	1957
3. Technicians and associate professionals	TUR	2010	Male	1274
4. Clerical support workers	TUR	2010	Male	1095
5. Service and sales workers	TUR	2010	Male	746
7. Craft and related trades workers	TUR	2010	Male	878
8. Plant and machine operators, and assemblers	TUR	2010	Male	771
9. Elementary occupations	TUR	2010	Male	698
1. Managers	TUR	2010	Female	2589
2. Professionals	TUR	2010	Female	1578
3. Technicians and associate professionals	TUR	2010	Female	1171
4. Clerical support workers	TUR	2010	Female	1019
5. Service and sales workers	TUR	2010	Female	685
6. Skilled agricultural, forestry and fishery workers	TUR	2010	Female	0
7. Craft and related trades workers	TUR	2010	Female	722
8. Plant and machine operators, and assemblers	TUR	2010	Female	582
9. Elementary occupations	TUR	2010	Female	594
Total	TUR	2012	Male	726
1. Managers	TUR	2012	Male	1464
2. Professionals	TUR	2012	Male	1377
3. Technicians and associate professionals	TUR	2012	Male	917
4. Clerical support workers	TUR	2012	Male	782
5. Service and sales workers	TUR	2012	Male	609
6. Skilled agricultural, forestry and fishery workers	TUR	2012	Male	451
7. Craft and related trades workers	TUR	2012	Male	550
8. Plant and machine operators, and assemblers	TUR	2012	Male	577
9. Elementary occupations	TUR	2012	Male	473
Total	TUR	2012	Female	695
1. Managers	TUR	2012	Female	1574
2. Professionals	TUR	2012	Female	1152
3. Technicians and associate professionals	TUR	2012	Female	800
4. Clerical support workers	TUR	2012	Female	669
5. Service and sales workers	TUR	2012	Female	417
6. Skilled agricultural, forestry and fishery workers	TUR	2012	Female	322
7. Craft and related trades workers	TUR	2012	Female	386
8. Plant and machine operators, and assemblers	TUR	2012	Female	424
9. Elementary occupations	TUR	2012	Female	368
Total	TUR	2013	Male	757
1. Managers	TUR	2013	Male	1535
2. Professionals	TUR	2013	Male	1423
3. Technicians and associate professionals	TUR	2013	Male	996
4. Clerical support workers	TUR	2013	Male	801
5. Service and sales workers	TUR	2013	Male	632
6. Skilled agricultural, forestry and fishery workers	TUR	2013	Male	455
7. Craft and related trades workers	TUR	2013	Male	576
8. Plant and machine operators, and assemblers	TUR	2013	Male	604
9. Elementary occupations	TUR	2013	Male	494
Total	TUR	2013	Female	707
1. Managers	TUR	2013	Female	1533
2. Professionals	TUR	2013	Female	1195
3. Technicians and associate professionals	TUR	2013	Female	824
4. Clerical support workers	TUR	2013	Female	693
5. Service and sales workers	TUR	2013	Female	438
