"sectorID"	"countryName"	"year"	"sex"	"monthlyEarnings"
"2. Professionals"	"Saudi Arabia"	2020	"Male"	3219
"3. Technicians and associate professionals"	"Saudi Arabia"	2020	"Male"	2199
"4. Clerical support workers"	"Saudi Arabia"	2020	"Male"	2030
"5. Service and sales workers"	"Saudi Arabia"	2020	"Male"	1163
"6. Skilled agricultural, forestry and fishery workers"	"Saudi Arabia"	2020	"Male"	507
"7. Craft and related trades workers"	"Saudi Arabia"	2020	"Male"	769
"8. Plant and machine operators, and assemblers"	"Saudi Arabia"	2020	"Male"	607
"9. Elementary occupations"	"Saudi Arabia"	2020	"Male"	608
"X. Not elsewhere classified"	"Saudi Arabia"	2020	"Male"	0
"Total"	"Saudi Arabia"	2020	"Female"	1617
"1. Managers"	"Saudi Arabia"	2020	"Female"	3267
"2. Professionals"	"Saudi Arabia"	2020	"Female"	2850
"3. Technicians and associate professionals"	"Saudi Arabia"	2020	"Female"	1697
"4. Clerical support workers"	"Saudi Arabia"	2020	"Female"	1705
"5. Service and sales workers"	"Saudi Arabia"	2020	"Female"	1076
"6. Skilled agricultural, forestry and fishery workers"	"Saudi Arabia"	2020	"Female"	800
"7. Craft and related trades workers"	"Saudi Arabia"	2020	"Female"	1204
"8. Plant and machine operators, and assemblers"	"Saudi Arabia"	2020	"Female"	653
"9. Elementary occupations"	"Saudi Arabia"	2020	"Female"	411
"X. Not elsewhere classified"	"Saudi Arabia"	2020	"Female"	0
"Total"	"Senegal"	2018	"Total"	211
"1. Managers"	"Senegal"	2018	"Total"	2088
"2. Professionals"	"Senegal"	2018	"Total"	429
"3. Technicians and associate professionals"	"Senegal"	2018	"Total"	469
"4. Clerical support workers"	"Senegal"	2018	"Total"	405
"5. Service and sales workers"	"Senegal"	2018	"Total"	142
"6. Skilled agricultural, forestry and fishery workers"	"Senegal"	2018	"Total"	134
"7. Craft and related trades workers"	"Senegal"	2018	"Total"	169
"8. Plant and machine operators, and assemblers"	"Senegal"	2018	"Total"	191
"9. Elementary occupations"	"Senegal"	2018	"Total"	116
"0. Armed forces occupations"	"Senegal"	2018	"Total"	264
"X. Not elsewhere classified"	"Senegal"	2018	"Total"	181
"Total"	"Senegal"	2018	"Male"	235
"1. Managers"	"Senegal"	2018	"Male"	2090
"2. Professionals"	"Senegal"	2018	"Male"	471
"3. Technicians and associate professionals"	"Senegal"	2018	"Male"	545
"4. Clerical support workers"	"Senegal"	2018	"Male"	426
"5. Service and sales workers"	"Senegal"	2018	"Male"	162
"6. Skilled agricultural, forestry and fishery workers"	"Senegal"	2018	"Male"	140
"7. Craft and related trades workers"	"Senegal"	2018	"Male"	168
"8. Plant and machine operators, and assemblers"	"Senegal"	2018	"Male"	193
"9. Elementary occupations"	"Senegal"	2018	"Male"	149
"0. Armed forces occupations"	"Senegal"	2018	"Male"	268
"X. Not elsewhere classified"	"Senegal"	2018	"Male"	207
"Total"	"Senegal"	2018	"Female"	157
"2. Professionals"	"Senegal"	2018	"Female"	334
"3. Technicians and associate professionals"	"Senegal"	2018	"Female"	388
"4. Clerical support workers"	"Senegal"	2018	"Female"	377
"5. Service and sales workers"	"Senegal"	2018	"Female"	104
"6. Skilled agricultural, forestry and fishery workers"	"Senegal"	2018	"Female"	102
"7. Craft and related trades workers"	"Senegal"	2018	"Female"	180
"9. Elementary occupations"	"Senegal"	2018	"Female"	81
"X. Not elsewhere classified"	"Senegal"	2018	"Female"	114
"Total"	"Senegal"	2019	"Total"	0
"1. Managers"	"Senegal"	2019	"Total"	0
"2. Professionals"	"Senegal"	2019	"Total"	0
"3. Technicians and associate professionals"	"Senegal"	2019	"Total"	2
"4. Clerical support workers"	"Senegal"	2019	"Total"	0
"5. Service and sales workers"	"Senegal"	2019	"Total"	0
"6. Skilled agricultural, forestry and fishery workers"	"Senegal"	2019	"Total"	0
"7. Craft and related trades workers"	"Senegal"	2019	"Total"	0
"8. Plant and machine operators, and assemblers"	"Senegal"	2019	"Total"	0
"9. Elementary occupations"	"Senegal"	2019	"Total"	0
"0. Armed forces occupations"	"Senegal"	2019	"Total"	0
"X. Not elsewhere classified"	"Senegal"	2019	"Total"	2
"Total"	"Senegal"	2019	"Male"	1
"1. Managers"	"Senegal"	2019	"Male"	1
"2. Professionals"	"Senegal"	2019	"Male"	0
"3. Technicians and associate professionals"	"Senegal"	2019	"Male"	3
"4. Clerical support workers"	"Senegal"	2019	"Male"	0
"5. Service and sales workers"	"Senegal"	2019	"Male"	0
"6. Skilled agricultural, forestry and fishery workers"	"Senegal"	2019	"Male"	0
"7. Craft and related trades workers"	"Senegal"	2019	"Male"	0
"8. Plant and machine operators, and assemblers"	"Senegal"	2019	"Male"	0
"9. Elementary occupations"	"Senegal"	2019	"Male"	1
"0. Armed forces occupations"	"Senegal"	2019	"Male"	0
"X. Not elsewhere classified"	"Senegal"	2019	"Male"	2
"Total"	"Senegal"	2019	"Female"	0
"2. Professionals"	"Senegal"	2019	"Female"	0
"3. Technicians and associate professionals"	"Senegal"	2019	"Female"	0
"4. Clerical support workers"	"Senegal"	2019	"Female"	0
"5. Service and sales workers"	"Senegal"	2019	"Female"	0
"6. Skilled agricultural, forestry and fishery workers"	"Senegal"	2019	"Female"	0
"7. Craft and related trades workers"	"Senegal"	2019	"Female"	0
"9. Elementary occupations"	"Senegal"	2019	"Female"	0
"0. Armed forces occupations"	"Senegal"	2019	"Female"	0
"X. Not elsewhere classified"	"Senegal"	2019	"Female"	2
"Total"	"Serbia"	2014	"Total"	761
"1. Managers"	"Serbia"	2014	"Total"	1373
"2. Professionals"	"Serbia"	2014	"Total"	1053
"3. Technicians and associate professionals"	"Serbia"	2014	"Total"	840
"4. Clerical support workers"	"Serbia"	2014	"Total"	724
"5. Service and sales workers"	"Serbia"	2014	"Total"	514
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2014	"Total"	805
"7. Craft and related trades workers"	"Serbia"	2014	"Total"	623
"8. Plant and machine operators, and assemblers"	"Serbia"	2014	"Total"	664
"9. Elementary occupations"	"Serbia"	2014	"Total"	509
"Total"	"Serbia"	2014	"Male"	798
"1. Managers"	"Serbia"	2014	"Male"	1448
"2. Professionals"	"Serbia"	2014	"Male"	1171
"3. Technicians and associate professionals"	"Serbia"	2014	"Male"	930
"4. Clerical support workers"	"Serbia"	2014	"Male"	745
"5. Service and sales workers"	"Serbia"	2014	"Male"	555
"7. Craft and related trades workers"	"Serbia"	2014	"Male"	684
"8. Plant and machine operators, and assemblers"	"Serbia"	2014	"Male"	679
"9. Elementary occupations"	"Serbia"	2014	"Male"	579
"Total"	"Serbia"	2014	"Female"	720
"1. Managers"	"Serbia"	2014	"Female"	1247
"2. Professionals"	"Serbia"	2014	"Female"	986
"3. Technicians and associate professionals"	"Serbia"	2014	"Female"	773
"4. Clerical support workers"	"Serbia"	2014	"Female"	711
"5. Service and sales workers"	"Serbia"	2014	"Female"	477
"7. Craft and related trades workers"	"Serbia"	2014	"Female"	462
"8. Plant and machine operators, and assemblers"	"Serbia"	2014	"Female"	550
"9. Elementary occupations"	"Serbia"	2014	"Female"	440
"Total"	"Serbia"	2015	"Total"	318
"1. Managers"	"Serbia"	2015	"Total"	529
"2. Professionals"	"Serbia"	2015	"Total"	457
"3. Technicians and associate professionals"	"Serbia"	2015	"Total"	365
"4. Clerical support workers"	"Serbia"	2015	"Total"	312
"5. Service and sales workers"	"Serbia"	2015	"Total"	247
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2015	"Total"	214
"7. Craft and related trades workers"	"Serbia"	2015	"Total"	281
"8. Plant and machine operators, and assemblers"	"Serbia"	2015	"Total"	291
"9. Elementary occupations"	"Serbia"	2015	"Total"	211
"0. Armed forces occupations"	"Serbia"	2015	"Total"	368
"X. Not elsewhere classified"	"Serbia"	2015	"Total"	274
"Total"	"Serbia"	2015	"Male"	332
"1. Managers"	"Serbia"	2015	"Male"	549
"2. Professionals"	"Serbia"	2015	"Male"	507
"3. Technicians and associate professionals"	"Serbia"	2015	"Male"	402
"4. Clerical support workers"	"Serbia"	2015	"Male"	308
"5. Service and sales workers"	"Serbia"	2015	"Male"	278
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2015	"Male"	210
"7. Craft and related trades workers"	"Serbia"	2015	"Male"	298
"8. Plant and machine operators, and assemblers"	"Serbia"	2015	"Male"	302
"9. Elementary occupations"	"Serbia"	2015	"Male"	229
"0. Armed forces occupations"	"Serbia"	2015	"Male"	369
"X. Not elsewhere classified"	"Serbia"	2015	"Male"	276
"Total"	"Serbia"	2015	"Female"	301
"1. Managers"	"Serbia"	2015	"Female"	496
"2. Professionals"	"Serbia"	2015	"Female"	428
"3. Technicians and associate professionals"	"Serbia"	2015	"Female"	339
"4. Clerical support workers"	"Serbia"	2015	"Female"	315
"5. Service and sales workers"	"Serbia"	2015	"Female"	219
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2015	"Female"	232
"7. Craft and related trades workers"	"Serbia"	2015	"Female"	223
"8. Plant and machine operators, and assemblers"	"Serbia"	2015	"Female"	238
"9. Elementary occupations"	"Serbia"	2015	"Female"	196
"0. Armed forces occupations"	"Serbia"	2015	"Female"	330
"X. Not elsewhere classified"	"Serbia"	2015	"Female"	266
"Total"	"Serbia"	2016	"Total"	316
"1. Managers"	"Serbia"	2016	"Total"	543
"2. Professionals"	"Serbia"	2016	"Total"	456
"3. Technicians and associate professionals"	"Serbia"	2016	"Total"	357
"4. Clerical support workers"	"Serbia"	2016	"Total"	303
"5. Service and sales workers"	"Serbia"	2016	"Total"	245
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2016	"Total"	234
"7. Craft and related trades workers"	"Serbia"	2016	"Total"	289
"8. Plant and machine operators, and assemblers"	"Serbia"	2016	"Total"	292
"9. Elementary occupations"	"Serbia"	2016	"Total"	209
"0. Armed forces occupations"	"Serbia"	2016	"Total"	364
"X. Not elsewhere classified"	"Serbia"	2016	"Total"	294
"Total"	"Serbia"	2016	"Male"	330
"1. Managers"	"Serbia"	2016	"Male"	561
"2. Professionals"	"Serbia"	2016	"Male"	489
"3. Technicians and associate professionals"	"Serbia"	2016	"Male"	390
"4. Clerical support workers"	"Serbia"	2016	"Male"	309
"5. Service and sales workers"	"Serbia"	2016	"Male"	274
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2016	"Male"	230
"7. Craft and related trades workers"	"Serbia"	2016	"Male"	307
"8. Plant and machine operators, and assemblers"	"Serbia"	2016	"Male"	302
"9. Elementary occupations"	"Serbia"	2016	"Male"	224
"0. Armed forces occupations"	"Serbia"	2016	"Male"	369
"X. Not elsewhere classified"	"Serbia"	2016	"Male"	294
"Total"	"Serbia"	2016	"Female"	300
"1. Managers"	"Serbia"	2016	"Female"	518
"2. Professionals"	"Serbia"	2016	"Female"	436
"3. Technicians and associate professionals"	"Serbia"	2016	"Female"	334
"4. Clerical support workers"	"Serbia"	2016	"Female"	299
"5. Service and sales workers"	"Serbia"	2016	"Female"	222
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2016	"Female"	255
"7. Craft and related trades workers"	"Serbia"	2016	"Female"	225
"8. Plant and machine operators, and assemblers"	"Serbia"	2016	"Female"	249
"9. Elementary occupations"	"Serbia"	2016	"Female"	196
"0. Armed forces occupations"	"Serbia"	2016	"Female"	280
"X. Not elsewhere classified"	"Serbia"	2016	"Female"	295
"Total"	"Serbia"	2017	"Total"	335
"1. Managers"	"Serbia"	2017	"Total"	573
"2. Professionals"	"Serbia"	2017	"Total"	480
"3. Technicians and associate professionals"	"Serbia"	2017	"Total"	372
"4. Clerical support workers"	"Serbia"	2017	"Total"	334
"5. Service and sales workers"	"Serbia"	2017	"Total"	261
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2017	"Total"	261
"7. Craft and related trades workers"	"Serbia"	2017	"Total"	311
"8. Plant and machine operators, and assemblers"	"Serbia"	2017	"Total"	314
"9. Elementary occupations"	"Serbia"	2017	"Total"	228
"0. Armed forces occupations"	"Serbia"	2017	"Total"	407
"Total"	"Serbia"	2017	"Male"	355
"1. Managers"	"Serbia"	2017	"Male"	582
"2. Professionals"	"Serbia"	2017	"Male"	535
"3. Technicians and associate professionals"	"Serbia"	2017	"Male"	412
"4. Clerical support workers"	"Serbia"	2017	"Male"	340
"5. Service and sales workers"	"Serbia"	2017	"Male"	291
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2017	"Male"	257
"7. Craft and related trades workers"	"Serbia"	2017	"Male"	329
"8. Plant and machine operators, and assemblers"	"Serbia"	2017	"Male"	325
"9. Elementary occupations"	"Serbia"	2017	"Male"	249
"0. Armed forces occupations"	"Serbia"	2017	"Male"	414
"Total"	"Serbia"	2017	"Female"	314
"1. Managers"	"Serbia"	2017	"Female"	557
"2. Professionals"	"Serbia"	2017	"Female"	446
"3. Technicians and associate professionals"	"Serbia"	2017	"Female"	342
"4. Clerical support workers"	"Serbia"	2017	"Female"	330
"5. Service and sales workers"	"Serbia"	2017	"Female"	239
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2017	"Female"	299
"7. Craft and related trades workers"	"Serbia"	2017	"Female"	244
"8. Plant and machine operators, and assemblers"	"Serbia"	2017	"Female"	275
"9. Elementary occupations"	"Serbia"	2017	"Female"	211
"0. Armed forces occupations"	"Serbia"	2017	"Female"	311
"Total"	"Serbia"	2018	"Total"	745
"1. Managers"	"Serbia"	2018	"Total"	1293
"2. Professionals"	"Serbia"	2018	"Total"	1007
"3. Technicians and associate professionals"	"Serbia"	2018	"Total"	841
"4. Clerical support workers"	"Serbia"	2018	"Total"	678
"5. Service and sales workers"	"Serbia"	2018	"Total"	537
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2018	"Total"	586
"7. Craft and related trades workers"	"Serbia"	2018	"Total"	642
"8. Plant and machine operators, and assemblers"	"Serbia"	2018	"Total"	630
"9. Elementary occupations"	"Serbia"	2018	"Total"	496
"Total"	"Serbia"	2018	"Male"	782
"1. Managers"	"Serbia"	2018	"Male"	1319
"2. Professionals"	"Serbia"	2018	"Male"	1160
"3. Technicians and associate professionals"	"Serbia"	2018	"Male"	942
"4. Clerical support workers"	"Serbia"	2018	"Male"	703
"5. Service and sales workers"	"Serbia"	2018	"Male"	571
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2018	"Male"	591
"7. Craft and related trades workers"	"Serbia"	2018	"Male"	678
"8. Plant and machine operators, and assemblers"	"Serbia"	2018	"Male"	662
"9. Elementary occupations"	"Serbia"	2018	"Male"	542
"Total"	"Serbia"	2018	"Female"	707
"1. Managers"	"Serbia"	2018	"Female"	1253
"2. Professionals"	"Serbia"	2018	"Female"	934
"3. Technicians and associate professionals"	"Serbia"	2018	"Female"	758
"4. Clerical support workers"	"Serbia"	2018	"Female"	663
"5. Service and sales workers"	"Serbia"	2018	"Female"	505
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2018	"Female"	572
"7. Craft and related trades workers"	"Serbia"	2018	"Female"	519
"8. Plant and machine operators, and assemblers"	"Serbia"	2018	"Female"	543
"9. Elementary occupations"	"Serbia"	2018	"Female"	456
"Total"	"Serbia"	2019	"Total"	390
"1. Managers"	"Serbia"	2019	"Total"	698
"2. Professionals"	"Serbia"	2019	"Total"	535
"3. Technicians and associate professionals"	"Serbia"	2019	"Total"	430
"4. Clerical support workers"	"Serbia"	2019	"Total"	383
"5. Service and sales workers"	"Serbia"	2019	"Total"	310
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2019	"Total"	301
"7. Craft and related trades workers"	"Serbia"	2019	"Total"	365
"8. Plant and machine operators, and assemblers"	"Serbia"	2019	"Total"	371
"9. Elementary occupations"	"Serbia"	2019	"Total"	285
"0. Armed forces occupations"	"Serbia"	2019	"Total"	435
"Total"	"Serbia"	2019	"Male"	410
"1. Managers"	"Serbia"	2019	"Male"	724
"2. Professionals"	"Serbia"	2019	"Male"	572
"3. Technicians and associate professionals"	"Serbia"	2019	"Male"	467
"4. Clerical support workers"	"Serbia"	2019	"Male"	396
"5. Service and sales workers"	"Serbia"	2019	"Male"	346
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2019	"Male"	308
"7. Craft and related trades workers"	"Serbia"	2019	"Male"	385
"8. Plant and machine operators, and assemblers"	"Serbia"	2019	"Male"	387
"9. Elementary occupations"	"Serbia"	2019	"Male"	311
"0. Armed forces occupations"	"Serbia"	2019	"Male"	442
"Total"	"Serbia"	2019	"Female"	367
"1. Managers"	"Serbia"	2019	"Female"	659
"2. Professionals"	"Serbia"	2019	"Female"	513
"3. Technicians and associate professionals"	"Serbia"	2019	"Female"	402
"4. Clerical support workers"	"Serbia"	2019	"Female"	373
"5. Service and sales workers"	"Serbia"	2019	"Female"	284
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2019	"Female"	285
"7. Craft and related trades workers"	"Serbia"	2019	"Female"	294
"8. Plant and machine operators, and assemblers"	"Serbia"	2019	"Female"	324
"9. Elementary occupations"	"Serbia"	2019	"Female"	263
"0. Armed forces occupations"	"Serbia"	2019	"Female"	346
"Total"	"Serbia"	2020	"Total"	422
"1. Managers"	"Serbia"	2020	"Total"	725
"2. Professionals"	"Serbia"	2020	"Total"	589
"3. Technicians and associate professionals"	"Serbia"	2020	"Total"	466
"4. Clerical support workers"	"Serbia"	2020	"Total"	407
"5. Service and sales workers"	"Serbia"	2020	"Total"	339
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2020	"Total"	303
"7. Craft and related trades workers"	"Serbia"	2020	"Total"	394
"8. Plant and machine operators, and assemblers"	"Serbia"	2020	"Total"	401
"9. Elementary occupations"	"Serbia"	2020	"Total"	310
"0. Armed forces occupations"	"Serbia"	2020	"Total"	490
"Total"	"Serbia"	2020	"Male"	444
"1. Managers"	"Serbia"	2020	"Male"	702
"2. Professionals"	"Serbia"	2020	"Male"	640
"3. Technicians and associate professionals"	"Serbia"	2020	"Male"	509
"4. Clerical support workers"	"Serbia"	2020	"Male"	411
"5. Service and sales workers"	"Serbia"	2020	"Male"	377
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2020	"Male"	303
"7. Craft and related trades workers"	"Serbia"	2020	"Male"	411
"8. Plant and machine operators, and assemblers"	"Serbia"	2020	"Male"	422
"9. Elementary occupations"	"Serbia"	2020	"Male"	345
"0. Armed forces occupations"	"Serbia"	2020	"Male"	490
"Total"	"Serbia"	2020	"Female"	397
"1. Managers"	"Serbia"	2020	"Female"	760
"2. Professionals"	"Serbia"	2020	"Female"	559
"3. Technicians and associate professionals"	"Serbia"	2020	"Female"	428
"4. Clerical support workers"	"Serbia"	2020	"Female"	403
"5. Service and sales workers"	"Serbia"	2020	"Female"	313
"6. Skilled agricultural, forestry and fishery workers"	"Serbia"	2020	"Female"	304
"7. Craft and related trades workers"	"Serbia"	2020	"Female"	331
"8. Plant and machine operators, and assemblers"	"Serbia"	2020	"Female"	344
"9. Elementary occupations"	"Serbia"	2020	"Female"	282
"0. Armed forces occupations"	"Serbia"	2020	"Female"	494
"Total"	"Sierra Leone"	2018	"Total"	1
"1. Managers"	"Sierra Leone"	2018	"Total"	12
"2. Professionals"	"Sierra Leone"	2018	"Total"	1
"3. Technicians and associate professionals"	"Sierra Leone"	2018	"Total"	1
"4. Clerical support workers"	"Sierra Leone"	2018	"Total"	2
"5. Service and sales workers"	"Sierra Leone"	2018	"Total"	1
"6. Skilled agricultural, forestry and fishery workers"	"Sierra Leone"	2018	"Total"	0
"7. Craft and related trades workers"	"Sierra Leone"	2018	"Total"	1
"8. Plant and machine operators, and assemblers"	"Sierra Leone"	2018	"Total"	1
"9. Elementary occupations"	"Sierra Leone"	2018	"Total"	1
"0. Armed forces occupations"	"Sierra Leone"	2018	"Total"	0
"X. Not elsewhere classified"	"Sierra Leone"	2018	"Total"	0
"Total"	"Sierra Leone"	2018	"Male"	1
"1. Managers"	"Sierra Leone"	2018	"Male"	16
"2. Professionals"	"Sierra Leone"	2018	"Male"	1
"3. Technicians and associate professionals"	"Sierra Leone"	2018	"Male"	1
"4. Clerical support workers"	"Sierra Leone"	2018	"Male"	3
"5. Service and sales workers"	"Sierra Leone"	2018	"Male"	1
"6. Skilled agricultural, forestry and fishery workers"	"Sierra Leone"	2018	"Male"	0
"7. Craft and related trades workers"	"Sierra Leone"	2018	"Male"	1
"8. Plant and machine operators, and assemblers"	"Sierra Leone"	2018	"Male"	1
"9. Elementary occupations"	"Sierra Leone"	2018	"Male"	1
"0. Armed forces occupations"	"Sierra Leone"	2018	"Male"	0
"X. Not elsewhere classified"	"Sierra Leone"	2018	"Male"	0
"Total"	"Sierra Leone"	2018	"Female"	1
"1. Managers"	"Sierra Leone"	2018	"Female"	0
"2. Professionals"	"Sierra Leone"	2018	"Female"	1
"3. Technicians and associate professionals"	"Sierra Leone"	2018	"Female"	1
"4. Clerical support workers"	"Sierra Leone"	2018	"Female"	1
"5. Service and sales workers"	"Sierra Leone"	2018	"Female"	1
"7. Craft and related trades workers"	"Sierra Leone"	2018	"Female"	1
"9. Elementary occupations"	"Sierra Leone"	2018	"Female"	1
"X. Not elsewhere classified"	"Sierra Leone"	2018	"Female"	0
"Total"	"Singapore"	2011	"Total"	2583
"1. Managers"	"Singapore"	2011	"Total"	6249
"2. Professionals"	"Singapore"	2011	"Total"	4403
"3. Technicians and associate professionals"	"Singapore"	2011	"Total"	2791
"4. Clerical support workers"	"Singapore"	2011	"Total"	1921
"5. Service and sales workers"	"Singapore"	2011	"Total"	1449
"7. Craft and related trades workers"	"Singapore"	2011	"Total"	1837
"8. Plant and machine operators, and assemblers"	"Singapore"	2011	"Total"	1352
"9. Elementary occupations"	"Singapore"	2011	"Total"	845
"Total"	"Singapore"	2011	"Male"	2736
"1. Managers"	"Singapore"	2011	"Male"	6655
"2. Professionals"	"Singapore"	2011	"Male"	4739
"3. Technicians and associate professionals"	"Singapore"	2011	"Male"	2785
"4. Clerical support workers"	"Singapore"	2011	"Male"	1790
"5. Service and sales workers"	"Singapore"	2011	"Male"	1592
"7. Craft and related trades workers"	"Singapore"	2011	"Male"	1862
"8. Plant and machine operators, and assemblers"	"Singapore"	2011	"Male"	1431
"9. Elementary occupations"	"Singapore"	2011	"Male"	954
"Total"	"Singapore"	2011	"Female"	2464
"1. Managers"	"Singapore"	2011	"Female"	5699
"2. Professionals"	"Singapore"	2011	"Female"	3979
"3. Technicians and associate professionals"	"Singapore"	2011	"Female"	2829
"4. Clerical support workers"	"Singapore"	2011	"Female"	1977
"5. Service and sales workers"	"Singapore"	2011	"Female"	1286
"7. Craft and related trades workers"	"Singapore"	2011	"Female"	1138
"8. Plant and machine operators, and assemblers"	"Singapore"	2011	"Female"	991
"9. Elementary occupations"	"Singapore"	2011	"Female"	775
"Total"	"Singapore"	2012	"Total"	2785
"1. Managers"	"Singapore"	2012	"Total"	6762
"2. Professionals"	"Singapore"	2012	"Total"	4560
"3. Technicians and associate professionals"	"Singapore"	2012	"Total"	3017
"4. Clerical support workers"	"Singapore"	2012	"Total"	2019
"5. Service and sales workers"	"Singapore"	2012	"Total"	1508
"7. Craft and related trades workers"	"Singapore"	2012	"Total"	1856
"8. Plant and machine operators, and assemblers"	"Singapore"	2012	"Total"	1393
"9. Elementary occupations"	"Singapore"	2012	"Total"	866
"Total"	"Singapore"	2012	"Male"	2913
"1. Managers"	"Singapore"	2012	"Male"	7179
"2. Professionals"	"Singapore"	2012	"Male"	4932
"3. Technicians and associate professionals"	"Singapore"	2012	"Male"	3017
"4. Clerical support workers"	"Singapore"	2012	"Male"	1893
"5. Service and sales workers"	"Singapore"	2012	"Male"	1671
"7. Craft and related trades workers"	"Singapore"	2012	"Male"	1933
"8. Plant and machine operators, and assemblers"	"Singapore"	2012	"Male"	1483
"9. Elementary occupations"	"Singapore"	2012	"Male"	919
"Total"	"Singapore"	2012	"Female"	2585
"1. Managers"	"Singapore"	2012	"Female"	6002
"2. Professionals"	"Singapore"	2012	"Female"	4177
"3. Technicians and associate professionals"	"Singapore"	2012	"Female"	3017
"4. Clerical support workers"	"Singapore"	2012	"Female"	2085
"5. Service and sales workers"	"Singapore"	2012	"Female"	1348
"7. Craft and related trades workers"	"Singapore"	2012	"Female"	1200
"8. Plant and machine operators, and assemblers"	"Singapore"	2012	"Female"	1019
"9. Elementary occupations"	"Singapore"	2012	"Female"	810
"Total"	"Singapore"	2013	"Total"	2961
"1. Managers"	"Singapore"	2013	"Total"	7316
"2. Professionals"	"Singapore"	2013	"Total"	4867
"3. Technicians and associate professionals"	"Singapore"	2013	"Total"	3113
"4. Clerical support workers"	"Singapore"	2013	"Total"	2125
"5. Service and sales workers"	"Singapore"	2013	"Total"	1638
"7. Craft and related trades workers"	"Singapore"	2013	"Total"	2008
"8. Plant and machine operators, and assemblers"	"Singapore"	2013	"Total"	1493
"9. Elementary occupations"	"Singapore"	2013	"Total"	918
"Total"	"Singapore"	2013	"Male"	3129
"1. Managers"	"Singapore"	2013	"Male"	7793
"2. Professionals"	"Singapore"	2013	"Male"	5215
"3. Technicians and associate professionals"	"Singapore"	2013	"Male"	3136
"4. Clerical support workers"	"Singapore"	2013	"Male"	2009
"5. Service and sales workers"	"Singapore"	2013	"Male"	1808
"7. Craft and related trades workers"	"Singapore"	2013	"Male"	2024
"8. Plant and machine operators, and assemblers"	"Singapore"	2013	"Male"	1598
"9. Elementary occupations"	"Singapore"	2013	"Male"	1020
"Total"	"Singapore"	2013	"Female"	2781
"1. Managers"	"Singapore"	2013	"Female"	6528
"2. Professionals"	"Singapore"	2013	"Female"	4419
"3. Technicians and associate professionals"	"Singapore"	2013	"Female"	3059
"4. Clerical support workers"	"Singapore"	2013	"Female"	2163
"5. Service and sales workers"	"Singapore"	2013	"Female"	1483
"7. Craft and related trades workers"	"Singapore"	2013	"Female"	1191
"8. Plant and machine operators, and assemblers"	"Singapore"	2013	"Female"	1146
"9. Elementary occupations"	"Singapore"	2013	"Female"	877
"Total"	"Singapore"	2014	"Total"	2975
"1. Managers"	"Singapore"	2014	"Total"	7892
"2. Professionals"	"Singapore"	2014	"Total"	4997
"3. Technicians and associate professionals"	"Singapore"	2014	"Total"	3174
"4. Clerical support workers"	"Singapore"	2014	"Total"	2076
"5. Service and sales workers"	"Singapore"	2014	"Total"	1648
"7. Craft and related trades workers"	"Singapore"	2014	"Total"	1969
"8. Plant and machine operators, and assemblers"	"Singapore"	2014	"Total"	1560
"9. Elementary occupations"	"Singapore"	2014	"Total"	998
"Total"	"Singapore"	2014	"Male"	3157
"1. Managers"	"Singapore"	2014	"Male"	8377
"2. Professionals"	"Singapore"	2014	"Male"	5397
"3. Technicians and associate professionals"	"Singapore"	2014	"Male"	3204
"4. Clerical support workers"	"Singapore"	2014	"Male"	1984
"5. Service and sales workers"	"Singapore"	2014	"Male"	1831
"7. Craft and related trades workers"	"Singapore"	2014	"Male"	1984
"8. Plant and machine operators, and assemblers"	"Singapore"	2014	"Male"	1578
"9. Elementary occupations"	"Singapore"	2014	"Male"	1050
"Total"	"Singapore"	2014	"Female"	2777
"1. Managers"	"Singapore"	2014	"Female"	7225
"2. Professionals"	"Singapore"	2014	"Female"	4578
"3. Technicians and associate professionals"	"Singapore"	2014	"Female"	3125
"4. Clerical support workers"	"Singapore"	2014	"Female"	2128
"5. Service and sales workers"	"Singapore"	2014	"Female"	1470
"7. Craft and related trades workers"	"Singapore"	2014	"Female"	1462
"8. Plant and machine operators, and assemblers"	"Singapore"	2014	"Female"	1206
"9. Elementary occupations"	"Singapore"	2014	"Female"	945
"Total"	"Singapore"	2015	"Total"	2872
"1. Managers"	"Singapore"	2015	"Total"	7436
"2. Professionals"	"Singapore"	2015	"Total"	4964
"3. Technicians and associate professionals"	"Singapore"	2015	"Total"	2979
